,Category,Message
2571,1,"['s', 'p', 'o', 'r', 't', 's', 'f', 'a', 'n', 's', 'g', 'e', 't', 't', 'h', 'e', 'l', 'a', 't', 'e', 's', 't', 's', 'p', 'o', 'r', 't', 's', 'n', 'e', 'w', 's', 's', 't', 'r', '2', 'u', 'r', 'm', 'o', 'b', 'i', 'l', 'e', '1', 'w', 'k', 'f', 'r', 'e', 'e', 'p', 'l', 'u', 's', 'a', 'f', 'r', 'e', 'e', 't', 'o', 'n', 'e', 't', 'x', 't', 's', 'p', 'o', 'r', 't', 'o', 'n', 't', 'o', '8', '0', '0', '7', 'w', 'w', 'w', 'g', 'e', 't', 'z', 'e', 'd', 'c', 'o', 'u', 'k', '0', '8', '7', '0', '1', '4', '1', '7', '0', '1', '2', '1', '6', 'n', 'o', 'r', 'm', '4', 't', 'x', 't', '1', '2', '0', 'p']"
2572,0,"['h', 'e', 'y', 't', 'm', 'r', 'm', 'e', 'e', 't', 'a', 't', 'b', 'u', 'g', 'i', 's', '9', '3', '0']"
2573,1,"['u', 'r', 'g', 'e', 'n', 't', 'u', 'r', 'g', 'e', 'n', 't', 'w', 'e', 'h', 'a', 'v', 'e', '8', '0', '0', 'f', 'r', 'e', 'e', 'f', 'l', 'i', 'g', 'h', 't', 's', 't', 'o', 'e', 'u', 'r', 'o', 'p', 'e', 't', 'o', 'g', 'i', 'v', 'e', 'a', 'w', 'a', 'y', 'c', 'a', 'l', 'l', 'b', '4', '1', '0', 't', 'h', 's', 'e', 'p', 't', 't', 'a', 'k', 'e', 'a', 'f', 'r', 'i', 'e', 'n', 'd', '4', 'f', 'r', 'e', 'e', 'c', 'a', 'l', 'l', 'n', 'o', 'w', 't', 'o', 'c', 'l', 'a', 'i', 'm', 'o', 'n', '0', '9', '0', '5', '0', '0', '0', '0', '5', '5', '5', 'b', 'a', '1', '2', '8', 'n', 'n', 'f', 'w', 'f', 'l', 'y', '1', '5', '0', 'p', 'p', 'm']"
2574,0,"['a', 'l', 'l', 't', 'h', 'e', 's', 'e', 'n', 'i', 'c', 'e', 'n', 'e', 'w', 's', 'h', 'i', 'r', 't', 's', 'a', 'n', 'd', 't', 'h', 'e', 'o', 'n', 'l', 'y', 't', 'h', 'i', 'n', 'g', 'i', 'c', 'a', 'n', 'w', 'e', 'a', 'r', 't', 'h', 'e', 'm', 't', 'o', 'i', 's', 'n', 'u', 'd', 'i', 's', 't', 't', 'h', 'e', 'm', 'e', 'd', 'y', 'o', 'u', 'i', 'n', 'm', 'u']"
2575,0,"['h', 'e', 'y', 's', 'e', 'x', 'y', 'b', 'u', 'n', 's', 'w', 'h', 'a', 't', 'o', 'f', 't', 'h', 'a', 't', 'd', 'a', 'y', 'n', 'o', 'w', 'o', 'r', 'd', 'f', 'r', 'o', 'm', 'y', 'o', 'u', 't', 'h', 'i', 's', 'm', 'o', 'r', 'n', 'i', 'n', 'g', 'o', 'n', 'y', 'm', 'i', 't', 'h', 'i', 'n', 'k', 'o', 'f', 'y', 'o', 'u']"
2576,0,"['a', 'n', 'd', 'w', 'h', 'e', 'n', 'e', 'v', 'e', 'r', 'y', 'o', 'u', 'a', 'n', 'd', 'i', 's', 'e', 'e', 'w', 'e', 'c', 'a', 'n', 's', 't', 'i', 'l', 'l', 'h', 'o', 'o', 'k', 'u', 'p', 't', 'o', 'o']"
2577,0,"['n', 'o', 'p', 'e', 'b', 'u', 't', 'i', 'm', 'g', 'o', 'i', 'n', 'g', 'h', 'o', 'm', 'e', 'n', 'o', 'w', 't', 'h', 'e', 'n', 'g', 'o', 'p', 'u', 'm', 'p', 'p', 'e', 't', 'r', 'o', 'l', 'l', 'o', 'r', 'l', 'i', 'k', 'e', 'g', 'o', 'i', 'n', 'g', '2', 'r', 'a', 'i', 'n', 's', 'o', 'o', 'n']"
2578,0,"['c', 'a', 'n', 'y', 'o', 'u', 'u', 's', 'e', 'f', 'o', 'r', 'e', 'i', 'g', 'n', 's', 't', 'a', 'm', 'p', 's', 'f', 'o', 'r', 'w', 'h', 'a', 't', 'e', 'v', 'e', 'r', 'y', 'o', 'u', 's', 'e', 'n', 'd', 't', 'h', 'e', 'm', 'o', 'f', 'f', 'f', 'o', 'r']"
2579,1,"['f', 'r', 'o', 'm', '8', '8', '0', '6', '6', 'l', 'o', 's', 't', '1', '2', 'h', 'e', 'l', 'p']"
2580,0,"['o', 'h', 'b', 'a', 'b', 'y', 'o', 'f', 't', 'h', 'e', 'h', 'o', 'u', 's', 'e', 'h', 'o', 'w', 'c', 'o', 'm', 'e', 'y', 'o', 'u', 'd', 'o', 'n', 't', 'h', 'a', 'v', 'e', 'a', 'n', 'y', 'n', 'e', 'w', 'p', 'i', 'c', 't', 'u', 'r', 'e', 's', 'o', 'n', 'f', 'a', 'c', 'e', 'b', 'o', 'o', 'k']"
2581,0,"['f', 'e', 'b', 'l', 't', 'g', 't', 'i', 's', 'i', 'l', 'o', 'v', 'e', 'u', 'd', 'a', 'y', 's', 'e', 'n', 'd', 'd', 'i', 's', 't', 'o', 'a', 'l', 'l', 'u', 'r', 'v', 'a', 'l', 'u', 'e', 'd', 'f', 'r', 'n', 'd', 's', 'e', 'v', 'n', 'm', 'e', 'i', 'f', '3', 'c', 'o', 'm', 'e', 's', 'b', 'a', 'c', 'k', 'u', 'l', 'l', 'g', 't', 'm', 'a', 'r', 'r', 'i', 'e', 'd', 'd', 'p', 'e', 'r', 's', 'o', 'n', 'u', 'l', 'u', 'v', 'i', 'f', 'u', 'i', 'g', 'n', 'o', 'r', 'e', 'd', 'i', 's', 'u', 'w', 'i', 'l', 'l', 'l', 'o', 's', 'e', 'u', 'r', 'l', 'u', 'v', '4', 'e', 'v', 'r']"
2582,0,"['h', 'i', 'y', 'a', 's', 'o', 'r', 'r', 'y', 'd', 'i', 'd', 'n', 't', 'h', 'a', 'v', 's', 'i', 'g', 'n', 'a', 'l', 'i', 'h', 'a', 'v', 'e', 'n', 't', 's', 'e', 'e', 'n', 'o', 'r', 'h', 'e', 'a', 'r', 'd', 'f', 'r', 'o', 'm', 'a', 'n', 'd', 'n', 'e', 'i', 't', 'h', 'e', 'r', 'h', 'a', 's', 'w', 'h', 'i', 'c', 'h', 'i', 's', 'u', 'n', 'u', 's', 'u', 'a', 'l', 'i', 'n', 'i', 't', 's', 'e', 'l', 'f', 'i', 'l', 'l', 'p', 'u', 't', 'o', 'n', 't', 'h', 'e', 'c', 'a', 's', 'e', 'a', 'n', 'd', 'g', 'e', 't', 'h', 'i', 'm', 't', 'o', 's', 'o', 'r', 't', 'i', 't', 'o', 'u', 't', 'h', 'u', 'g', 's', 'a', 'n', 'd', 's', 'n', 'o', 'g', 's']"
2583,0,"['o', 'm', 'w', 'b', 'a', 'c', 'k', 't', 'o', 't', 'a', 'm', 'p', 'a', 'f', 'r', 'o', 'm', 'w', 'e', 's', 't', 'p', 'a', 'l', 'm', 'y', 'o', 'u', 'h', 'e', 'a', 'r', 'w', 'h', 'a', 't', 'h', 'a', 'p', 'p', 'e', 'n', 'e', 'd']"
2584,0,"['y', 'u', 'p', 'n', 'o', 'm', 'o', 'r', 'e', 'a', 'l', 'r', 'e', 'a', 'd', 'y', 't', 'h', 'a', 'n', 'x', '4', 'p', 'r', 'i', 'n', 't', 'i', 'n', 'g', 'n', 'h', 'a', 'n', 'd', 'i', 'n', 'g', 'i', 't', 'u', 'p']"
2585,1,"['f', 'r', 'e', 'e', 'm', 's', 'g', 'f', 'a', 'n', 'c', 'y', 'a', 'f', 'l', 'i', 'r', 't', 'r', 'e', 'p', 'l', 'y', 'd', 'a', 't', 'e', 'n', 'o', 'w', 'j', 'o', 'i', 'n', 't', 'h', 'e', 'u', 'k', 's', 'f', 'a', 's', 't', 'e', 's', 't', 'g', 'r', 'o', 'w', 'i', 'n', 'g', 'm', 'o', 'b', 'i', 'l', 'e', 'd', 'a', 't', 'i', 'n', 'g', 's', 'e', 'r', 'v', 'i', 'c', 'e', 'm', 's', 'g', 's', 'r', 'c', 'v', 'd', 'j', 'u', 's', 't', '2', '5', 'p', 't', 'o', 'o', 'p', 't', 'o', 'u', 't', 't', 'x', 't', 's', 't', 'o', 'p', 't', 'o', '8', '3', '0', '2', '1', 'r', 'e', 'p', 'l', 'y', 'd', 'a', 't', 'e', 'n', 'o', 'w']"
2586,0,"['w', 'h', 'a', 't', 'i', 'm', 'e', 'a', 'n', 'i', 's', 'd', 'o', 't', 'h', 'e', 'y', 'c', 'o', 'm', 'e', 'c', 'h', 'a', 's', 'e', 'y', 'o', 'u', 'o', 'u', 't', 'w', 'h', 'e', 'n', 'i', 't', 's', 'o', 'v', 'e', 'r', 'o', 'r', 'i', 's', 'i', 't', 's', 't', 'a', 't', 'e', 'd', 'y', 'o', 'u', 'c', 'a', 'n', 'w', 'a', 't', 'c', 'h', 'a', 's', 'm', 'a', 'n', 'y', 'm', 'o', 'v', 'i', 'e', 's', 'a', 's', 'y', 'o', 'u', 'w', 'a', 'n', 't']"
2587,0,"['s', 'n', 'o', 'w', 'o', 'n', 'l', 'y', 'i', 't', 'o', 'o', 'k', 't', 'a', 'b', 'l', 'e', 't', 's', 'r', 'e', 'a', 'c', 't', 'i', 'o', 'n', 'm', 'o', 'r', 'n', 'i', 'n', 'g', 'o', 'n', 'l', 'y']"
2588,1,"['g', 'r', 'e', 'a', 't', 'n', 'e', 'w', 'o', 'f', 'f', 'e', 'r', 'd', 'o', 'u', 'b', 'l', 'e', 'm', 'i', 'n', 's', 'd', 'o', 'u', 'b', 'l', 'e', 't', 'x', 't', 'o', 'n', 'b', 'e', 's', 't', 'o', 'r', 'a', 'n', 'g', 'e', 't', 'a', 'r', 'i', 'f', 'f', 's', 'a', 'n', 'd', 'g', 'e', 't', 'l', 'a', 't', 'e', 's', 't', 'c', 'a', 'm', 'e', 'r', 'a', 'p', 'h', 'o', 'n', 'e', 's', '4', 'f', 'r', 'e', 'e', 'c', 'a', 'l', 'l', 'm', 'o', 'b', 'i', 'l', 'e', 'u', 'p', 'd', '8', 'f', 'r', 'e', 'e', 'o', 'n', '0', '8', '0', '0', '0', '8', '3', '9', '4', '0', '2', 'n', 'o', 'w', 'o', 'r', '2', 's', 't', 'o', 'p', 't', 'x', 't', 't', 'c', 's']"
2589,0,"['n', 'a', 'h', 'i', 'm', 'a', 'p', 'e', 'r', 'p', 'e', 't', 'u', 'a', 'l', 'd', 'd']"
2590,0,"['s', 'o', 'r', 'r', 'y', 'd', 'e', 'i', 'w', 'e', 'n', 't', 't', 'o', 's', 'h', 'o', 'p']"
2591,1,"['h', 'o', 'p', 'e', 'y', 'o', 'u', 'e', 'n', 'j', 'o', 'y', 'e', 'd', 'y', 'o', 'u', 'r', 'n', 'e', 'w', 'c', 'o', 'n', 't', 'e', 'n', 't', 't', 'e', 'x', 't', 's', 't', 'o', 'p', 't', 'o', '6', '1', '6', '1', '0', 't', 'o', 'u', 'n', 's', 'u', 'b', 's', 'c', 'r', 'i', 'b', 'e', 'h', 'e', 'l', 'p', '0', '8', '7', '1', '2', '4', '0', '0', '6', '0', '2', '4', '5', '0', 'p', 'p', 'r', 'o', 'v', 'i', 'd', 'e', 'd', 'b', 'y', 't', 'o', 'n', 'e', 's', '2', 'y', 'o', 'u', 'c', 'o', 'u', 'k']"
2592,0,"['h', 'e', 'y', 'y', 'o', 'u', 's', 't', 'i', 'l', 'l', 'w', 'a', 'n', 't', 't', 'o', 'g', 'o', 'f', 'o', 'r', 'y', 'o', 'g', 'a', 's', 'a', 'n', 'a', 'c', 'o', 'z', 'i', 'f', 'w', 'e', 'e', 'n', 'd', 'a', 't', 'c', 'i', 'n', 'e', 't', 'h', 'e', 'n', 'c', 'a', 'n', 'g', 'o', 'b', 'a', 't', 'h', 'e', 'a', 'n', 'd', 'h', 'a', 'v', 't', 'h', 'e', 's', 't', 'e', 'a', 'm', 'b', 'a', 't', 'h']"
2593,0,"['n', 'o', 'p', 'e', 'i', 'm', 'n', 'o', 't', 'd', 'r', 'i', 'v', 'i', 'n', 'i', 'n', 'e', 'v', 'a', 'd', 'e', 'v', 'e', 'l', 'o', 'p', 'd', 'a', 'p', 'h', 'o', 't', 'o', 's', 'l', 'e', 'i']"
2594,0,"['i', 'a', 'm', 't', 'h', 'i', 'n', 'k', 'i', 'n', 'g', 'o', 'f', 'g', 'o', 'i', 'n', 'g', 'd', 'o', 'w', 'n', 't', 'o', 'r', 'e', 'g', 'f', 'o', 'r', 'p', 'r', 'a', 'c', 't', 'l', 'e', 's', 's', 'o', 'n', 's', 'f', 'l', 'u', 'n', 'g', 'm', 'y', 'a', 'd', 'v', 'a', 'n', 'c', 'e', 'h', 'a', 'h', 'a', 'w', 'a', 't', 't', 'i', 'm', 'e', 'u', 'g', 'o', 'i', 'n', 'g']"
2595,0,"['c', 'o', 'o', 'l', 'i', 'a', 'm', 'l', 't', 'g', 't', 'i', 'n', 'c', 'h', 'e', 's', 'l', 'o', 'n', 'g', 'h', 'o', 'p', 'e', 'y', 'o', 'u', 'l', 'i', 'k', 'e', 't', 'h', 'e', 'm', 'b', 'i', 'g']"
2596,0,"['h', 'o', 'u', 's', 'e', 'm', 'a', 'i', 'd', 'i', 's', 't', 'h', 'e', 'm', 'u', 'r', 'd', 'e', 'r', 'e', 'r', 'c', 'o', 'z', 't', 'h', 'e', 'm', 'a', 'n', 'w', 'a', 's', 'm', 'u', 'r', 'd', 'e', 'r', 'e', 'd', 'o', 'n', 'l', 't', 'g', 't', 't', 'h', 'j', 'a', 'n', 'u', 'a', 'r', 'y', 'a', 's', 'p', 'u', 'b', 'l', 'i', 'c', 'h', 'o', 'l', 'i', 'd', 'a', 'y', 'a', 'l', 'l', 'g', 'o', 'v', 't', 'i', 'n', 's', 't', 'i', 't', 'u', 'i', 't', 'i', 'o', 'n', 's', 'a', 'r', 'e', 'c', 'l', 'o', 's', 'e', 'd', 'i', 'n', 'c', 'l', 'u', 'd', 'i', 'n', 'g', 'p', 'o', 's', 't', 'o', 'f', 'f', 'i', 'c', 'e', 'u', 'n', 'd', 'e', 'r', 's', 't', 'a', 'n', 'd']"
2597,0,"['o', 'k', 'i', 'e', 't', 'h', 'a', 'n', 'x']"
2598,0,"['g', 'o', 'w', 'h', 'e', 'r', 'e', 'n', 'b', 'u', 'y', 'j', 'u', 'z', 'b', 'u', 'y', 'w', 'h', 'e', 'n', 'w', 'e', 'g', 'e', 't', 't', 'h', 'e', 'r', 'e', 'l', 'a', 'r']"
2599,0,"['i', 'm', 'w', 'o', 'r', 'k', 'i', 'n', 'g', 't', 'e', 'c', 'h', 'n', 'i', 'c', 'a', 'l', 's', 'u', 'p', 'p', 'o', 'r', 't', 'v', 'o', 'i', 'c', 'e', 'p', 'r', 'o', 'c', 'e', 's', 's']"
2600,0,"['i', 't', 's', 'j', 'u', 's', 't', 'b', 'e', 'e', 'n', 'o', 'v', 'e', 'r', 'a', 'w', 'e', 'e', 'k', 's', 'i', 'n', 'c', 'e', 'w', 'e', 'b', 'r', 'o', 'k', 'e', 'u', 'p', 'a', 'n', 'd', 'a', 'l', 'r', 'e', 'a', 'd', 'y', 'o', 'u', 'r', 'b', 'r', 'a', 'i', 'n', 's', 'a', 'r', 'e', 'g', 'o', 'i', 'n', 'g', 't', 'o', 'm', 'u', 's', 'h']"
2601,0,"['t', 'u', 'n', 'd', 'e', 'h', 'o', 'w', 'a', 'r', 'e', 'y', 'o', 'u', 'd', 'o', 'i', 'n', 'g', 't', 'h', 'i', 's', 'i', 's', 'j', 'u', 's', 't', 'w', 'i', 's', 'h', 'i', 'n', 'g', 'y', 'o', 'u', 'a', 'g', 'r', 'e', 'a', 't', 'd', 'a', 'y', 'a', 'b', 'i', 'o', 'l', 'a']"
2602,0,"['n', 'o', 'p', 'e', 'c', 't', 'h', 'e', 'n']"
2603,0,"['n', 'o', 'b', 'u', 't', 'w', 'e', 'l', 'l', 'd', 'o', 'm', 'e', 'd', 'i', 'c', 'a', 'l', 'm', 'i', 's', 's', 'i', 'o', 'n', 's', 't', 'o', 'n', 'i', 'g', 'e', 'r', 'i', 'a']"
2604,0,"['n', 'o', 'i', 'a', 'm', 'n', 'o', 't', 'h', 'a', 'v', 'i', 'n', 'g', 'n', 'o', 't', 'a', 'n', 'y', 'm', 'o', 'v', 'i', 'e', 's', 'i', 'n', 'm', 'y', 'l', 'a', 'p', 't', 'o', 'p']"
2605,1,"['u', 'r', 'g', 'e', 'n', 't', 'p', 'l', 'e', 'a', 's', 'e', 'c', 'a', 'l', 'l', '0', '9', '0', '6', '6', '6', '1', '2', '6', '6', '1', 'f', 'r', 'o', 'm', 'l', 'a', 'n', 'd', 'l', 'i', 'n', 'e', '5', '0', '0', '0', 'c', 'a', 's', 'h', 'o', 'r', 'a', 'l', 'u', 'x', 'u', 'r', 'y', '4', 'c', 'a', 'n', 'a', 'r', 'y', 'i', 's', 'l', 'a', 'n', 'd', 's', 'h', 'o', 'l', 'i', 'd', 'a', 'y', 'a', 'w', 'a', 'i', 't', 'c', 'o', 'l', 'l', 'e', 'c', 't', 'i', 'o', 'n', 't', 'c', 's', 's', 'a', 'e', 'a', 'w', 'a', 'r', 'd', '2', '0', 'm', '1', '2', 'a', 'q', '1', '5', '0', 'p', 'p', 'm', '1', '6']"
2606,1,"['u', 'r', 'g', 'e', 'n', 't', 'p', 'l', 'e', 'a', 's', 'e', 'c', 'a', 'l', 'l', '0', '9', '0', '6', '6', '6', '1', '2', '6', '6', '1', 'f', 'r', 'o', 'm', 'y', 'o', 'u', 'r', 'l', 'a', 'n', 'd', 'l', 'i', 'n', 'e', 'y', 'o', 'u', 'r', 'c', 'o', 'm', 'p', 'l', 'i', 'm', 'e', 'n', 't', 'a', 'r', 'y', '4', 'l', 'u', 'x', 'c', 'o', 's', 't', 'a', 'd', 'e', 'l', 's', 'o', 'l', 'h', 'o', 'l', 'i', 'd', 'a', 'y', 'o', 'r', '1', '0', '0', '0', 'c', 'a', 's', 'h', 'a', 'w', 'a', 'i', 't', 'c', 'o', 'l', 'l', 'e', 'c', 't', 'i', 'o', 'n', 'p', 'p', 'm', '1', '5', '0', 's', 'a', 'e', 't', 'c', 's', 'j', 'a', 'm', 'e', 's', '2', '8', 'e', 'h', '7', '4', 'r', 'r']"
2607,0,"['i', 'h', 'a', 'v', 'e', 'n', 't', 'l', 'e', 'i', 'n', 'e', 'x', 't', 'm', 'o', 'n', 'c', 'a', 'n']"
2608,0,"['m', 'm', 'f', 'e', 'e', 'l', 'i', 'n', 'g', 's', 'l', 'e', 'e', 'p', 'y', 't', 'o', 'd', 'a', 'y', 'i', 't', 's', 'e', 'l', 'f', 'i', 's', 'h', 'a', 'l', 'l', 'g', 'e', 't', 't', 'h', 'a', 't', 'd', 'e', 'a', 'r']"
2609,0,"['h', 'o', 'w', 'd', 'a', 'r', 'e', 'y', 'o', 'u', 's', 't', 'u', 'p', 'i', 'd', 'i', 'w', 'o', 'n', 't', 't', 'e', 'l', 'l', 'a', 'n', 'y', 't', 'h', 'i', 'n', 'g', 't', 'o', 'y', 'o', 'u', 'h', 'e', 'a', 'r', 'a', 'f', 't', 'e', 'r', 'i', 'w', 'o', 'n', 't', 't', 'a', 'l', 'k', 't', 'o', 'y', 'o', 'u']"
2610,0,"['d', 'o', 'n', 'o', 'e', 'i', 'f', 'b', 'e', 'n', 'i', 's', 'g', 'o', 'i', 'n', 'g']"
2611,0,"['c', 'a', 'n', 'y', 'o', 'u', 'd', 'o', 'a', 'm', 'a', 'g', 'm', 'e', 'e', 't', 'i', 'n', 'g', 't', 'h', 'i', 's', 'a', 'v', 'o', 'a', 't', 's', 'o', 'm', 'e', 'p', 'o', 'i', 'n', 't']"
2612,0,"['i', 'm', 'e', 'a', 'n', 't', 'm', 'i', 'd', 'd', 'l', 'e', 'l', 'e', 'f', 't', 'o', 'r', 'r', 'i', 'g', 'h', 't']"
2613,0,"['r', 'e', 'a', 'l', 'l', 'y', 'i', 'c', 'r', 'a', 's', 'h', 'e', 'd', 'o', 'u', 't', 'c', 'u', 'd', 'd', 'l', 'e', 'd', 'o', 'n', 'm', 'y', 's', 'o', 'f', 'a']"
2614,0,"['h', 'i', 'c', 'h', 'a', 'c', 'h', 'i', 't', 'r', 'i', 'e', 'd', 'c', 'a', 'l', 'l', 'i', 'n', 'g', 'u', 'n', 'o', 'w', 'u', 'n', 'a', 'b', 'l', 'e', 't', 'o', 'r', 'e', 'a', 'c', 'h', 'u', 'p', 'l', 'g', 'i', 'v', 'e', 'm', 'e', 'a', 'm', 'i', 's', 's', 'e', 'd', 'c', 'a', 'l', 'o', 'n', 'c', 'e', 'u', 'c', 't', 'i', 'z', 'm', 's', 'g', 'k', 'a', 'n', 'a', 'g', 'u']"
2615,0,"['i', 's', 'e', 'n', 't', 'y', 'o', 'u', 't', 'h', 'e', 'p', 'r', 'i', 'c', 'e', 's', 'a', 'n', 'd', 'd', 'o', 'y', 'o', 'u', 'm', 'e', 'a', 'n', 't', 'h', 'e', 'l', 't', 'g', 't', 'g']"
2616,0,"['n', 'o', 't', 'h', 'i', 'n', 'g', 'c', 'a', 'n']"
2617,0,"['n', 'o', 'a', 'm', 'w', 'o', 'r', 'k', 'i', 'n', 'g', 'o', 'n', 't', 'h', 'e', 'r', 'i', 'n', 'g', 'i', 'n', 'g', 'u', 't', 'h', 'i', 'n', 'g', 'b', 'u', 't', 'h', 'a', 'v', 'e', 'w', 'h', 'o', 'l', 'e', 'h', 'o', 'u', 's', 'e', 'f', 'u', 'l', 'o', 'f', 's', 'c', 'r', 'e', 'a', 'm', 'i', 'n', 'g', 'b', 'r', 'a', 't', 's', 's', 'o', 'a', 'm', 'p', 'u', 'l', 'l', 'i', 'n', 'g', 'm', 'y', 'h', 'a', 'i', 'r', 'o', 'u', 't', 'l', 'o', 'v', 'i', 'n', 'g', 'u']"
2618,0,"['b', 'u', 't', 'm', 'y', 'f', 'a', 'm', 'i', 'l', 'y', 'n', 'o', 't', 'r', 'e', 's', 'p', 'o', 'n', 'd', 'i', 'n', 'g', 'f', 'o', 'r', 'a', 'n', 'y', 't', 'h', 'i', 'n', 'g', 'n', 'o', 'w', 'a', 'm', 'i', 'n', 'r', 'o', 'o', 'm', 'n', 'o', 't', 'w', 'e', 'n', 't', 't', 'o', 'h', 'o', 'm', 'e', 'f', 'o', 'r', 'd', 'i', 'w', 'a', 'l', 'i', 'b', 'u', 't', 'n', 'o', 'o', 'n', 'e', 'c', 'a', 'l', 'l', 'e', 'd', 'm', 'e', 'a', 'n', 'd', 'w', 'h', 'y', 'n', 'o', 't', 'c', 'o', 'm', 'i', 'n', 'g', 'i', 't', 'm', 'a', 'k', 'e', 's', 'm', 'e', 'f', 'e', 'e', 'l', 'l', 'i', 'k', 'e', 'd', 'i', 'e', 'd']"
2619,0,"['t', 'i', 'c', 'k', 't', 'i', 'c', 'k', 't', 'i', 'c', 'k', 'b', 'a', 'b', 'e']"
2620,0,"['r', 'g', 'o', 'i', 'n', 'g', '4', 't', 'o', 'd', 'a', 'y', 's', 'm', 'e', 'e', 't', 'i', 'n', 'g']"
2621,0,"['k', 'd', 'a', 'h', 'o', 'w', 'm', 'a', 'n', 'y', 'p', 'a', 'g', 'e', 'y', 'o', 'u', 'w', 'a', 'n', 't']"
2622,0,"['y', 'a', 'h', 'a', 'd', 'j', 'u', 's', 't', 'n', 'o', 'w', 'o', 'n', 'i', 'o', 'n', 'r', 'o', 'a', 's', 't']"
2623,0,"['s', 'e', 'n', 'd', 'h', 'i', 's', 'n', 'u', 'm', 'b', 'e', 'r', 'a', 'n', 'd', 'g', 'i', 'v', 'e', 'r', 'e', 'p', 'l', 'y', 't', 'o', 'm', 'o', 'r', 'r', 'o', 'w', 'm', 'o', 'r', 'n', 'i', 'n', 'g', 'f', 'o', 'r', 'w', 'h', 'y', 'y', 'o', 'u', 's', 'a', 'i', 'd', 't', 'h', 'a', 't', 't', 'o', 'h', 'i', 'm', 'l', 'i', 'k', 'e', 't', 'h', 'a', 't', 'o', 'k']"
2624,0,"['y', 'o', 'u', 's', 'a', 'i', 'd', 'n', 'o', 't', 'n', 'o', 'w', 'n', 'o', 'p', 'r', 'o', 'b', 'l', 'e', 'm', 'w', 'h', 'e', 'n', 'y', 'o', 'u', 'c', 'a', 'n', 'l', 'e', 't', 'm', 'e', 'k', 'n', 'o', 'w']"
2625,0,"['o', 'k', 'b', 'u', 't', 't', 'e', 'l', 'l', 'm', 'e', 'h', 'a', 'l', 'f', 'a', 'n', 'h', 'r', 'b', '4', 'u', 'c', 'o', 'm', 'e', 'i', 'n', 'e', 'e', 'd', '2', 'p', 'r', 'e', 'p', 'a', 'r', 'e']"
2626,0,"['p', 'l', 'a', 'y', 'w', 'c', 'o', 'm', 'p', 'u', 't', 'e', 'r', 'a', 'i', 'y', 'a', 'h', 'i', 't', 'o', 'k', '2', 'u', 'l', 'o', 'r']"
2627,0,"['s', 'a', 't', 'r', 'i', 'g', 'h', 't', 'o', 'k', 'a', 'y', 't', 'h', 'a', 'n', 'k', 's']"
2628,0,"['d', 'e', 'r', 'p', 'w', 'h', 'i', 'c', 'h', 'i', 's', 'w', 'o', 'r', 's', 'e', 'a', 'd', 'u', 'd', 'e', 'w', 'h', 'o', 'a', 'l', 'w', 'a', 'y', 's', 'w', 'a', 'n', 't', 's', 't', 'o', 'p', 'a', 'r', 't', 'y', 'o', 'r', 'a', 'd', 'u', 'd', 'e', 'w', 'h', 'o', 'f', 'i', 'l', 'e', 's', 'a', 'c', 'o', 'm', 'p', 'l', 'a', 'i', 'n', 't', 'a', 'b', 'o', 'u', 't', 't', 'h', 'e', 't', 'h', 'r', 'e', 'e', 'd', 'r', 'u', 'g', 'a', 'b', 'u', 's', 'e', 'r', 's', 'h', 'e', 'l', 'i', 'v', 'e', 's', 'w', 'i', 't', 'h']"
2629,0,"['o', 'k', 'c', 'h', 'i', 'n', 'e', 's', 'e', 'f', 'o', 'o', 'd', 'o', 'n', 'i', 't', 's', 'w', 'a', 'y', 'w', 'h', 'e', 'n', 'i', 'g', 'e', 't', 'f', 'a', 't', 'y', 'o', 'u', 'r', 'e', 'p', 'a', 'y', 'i', 'n', 'g', 'f', 'o', 'r', 'm', 'y', 'l', 'i', 'p', 'o']"
2630,0,"['w', 'e', 'r', 'o', 'u', 't', 's', 'i', 'd', 'e', 'a', 'l', 'r', 'e', 'a', 'd', 'y']"
2631,0,"['h', 'a', 'v', 'e', 'a', 'g', 'o', 'o', 'd', 't', 'r', 'i', 'p', 'w', 'a', 't', 'c', 'h', 'o', 'u', 't', 'f', 'o', 'r', 'r', 'e', 'm', 'e', 'm', 'b', 'e', 'r', 'w', 'h', 'e', 'n', 'y', 'o', 'u', 'g', 'e', 't', 'b', 'a', 'c', 'k', 'w', 'e', 'm', 'u', 's', 't', 'd', 'e', 'c', 'i', 'd', 'e', 'a', 'b', 'o', 'u', 't', 'e', 'a', 's', 't', 'e', 'r']"
2632,0,"['y', 'o', 'w', 'e', 'a', 'r', 'e', 'w', 'a', 't', 'c', 'h', 'i', 'n', 'g', 'a', 'm', 'o', 'v', 'i', 'e', 'o', 'n', 'n', 'e', 't', 'f', 'l', 'i', 'x']"
2633,0,"['w', 'h', 'a', 't', 't', 'i', 'm', 'e', 'i', 'm', 'o', 'u', 't', 'u', 'n', 't', 'i', 'l', 'p', 'r', 'o', 'b', '3', 'o', 'r', 's', 'o']"
